ISO Code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
VCT,0.0,0.43467,0.79925,0.704,0.37458,0.484,0.357,0.45308,0.98908,0.69983,0.8515,0.66892,0.71358,0.82417,0.53967,0.49875,0.62608,0.344,0.35775,0.96917,0.67283,0.26858,0.57275,0.67808,0.30092,0.289,0.20992,0.67642,0.77125,0.75683,0.99658,0.99958,0.636,0.89958,0.5285,0.3745,0.5075,1.24892,0.87075,0.583,0.82525,0.762,0.78517,0.92975,0.82292,1.17883,0.845,1.10933,1.50708,1.01942,0.75983,1.108,1.1435,1.28592,1.0405,1.52383,1.36242,1.25842,0.92342,1.18467,1.674,1.2065,1.2785,1.17829
VEN,0.0,0.56517,0.76717,0.58783,0.25542,0.12642,0.05983,0.513,1.124,0.60233,0.60767,0.59375,0.63183,0.62358,0.57092,0.49758,0.7485,0.26542,0.29092,0.89125,0.54817,-0.06908,0.4435,0.68883,0.20975,0.24375,0.22975,0.80208,0.7055,0.81592,0.77958,0.65717,0.59367,0.99008,0.49125,0.25633,0.47225,1.18375,0.75425,0.29275,0.80125,0.713,0.79983,0.6745,0.713,1.12808,0.805,0.95917,1.3655,0.55133,0.595,0.97783,0.97867,1.21483,1.02433,1.22592,1.05642,1.06058,0.85475,1.29142,1.35675,0.88383,0.89508,1.11937
VGB,0.0,0.43525,0.61175,0.72758,0.31933,0.38667,0.28408,0.62925,0.97142,0.86217,0.91975,0.6775,0.58583,0.80508,0.68242,0.306,0.4425,0.23267,0.326,0.77792,0.60925,0.29483,0.40392,0.73625,0.17433,0.25017,0.1545,0.7335,0.72025,0.552,0.99267,0.90592,0.5565,0.96083,0.602,0.5965,0.61217,1.14625,0.83117,0.56308,0.82433,0.78025,0.77908,0.93317,1.04342,1.23158,0.74625,1.11733,1.455,1.00092,0.73325,1.13583,1.3005,1.37925,1.03192,1.42733,1.3775,1.47267,0.92667,1.24117,1.59633,1.16192,1.36283,1.315
VNM,0.0,-0.08117,0.242,0.25967,0.08417,-0.26525,-0.2805,0.10408,0.13083,0.18742,0.19925,0.14783,-0.2425,-0.18725,0.00883,0.15433,0.5765,-0.306,-0.04142,0.25583,-0.02758,-0.53883,0.081,0.39642,-0.18158,0.04283,-0.319,-0.13,-0.04308,0.22592,0.22733,0.234,0.05583,0.00025,-0.18917,-0.05758,-0.016,0.65608,0.18267,-0.05792,0.32925,0.33167,-0.09358,-0.00917,0.21458,-0.02583,-0.19517,0.27783,0.955,0.12158,0.03708,0.24008,0.44892,0.55292,0.11208,0.35317,0.57825,0.35733,-0.16083,0.52075,0.8885,-0.25225,0.7595,1.28729
WSM,0.0,0.16,0.49425,0.396,0.28742,0.11083,-0.04842,0.20433,0.34708,0.26708,0.24792,0.0985,0.07375,0.2975,0.07592,-0.16542,0.219,-0.15092,-0.03525,0.36058,0.21642,-0.13842,0.23358,0.53983,0.05983,0.24042,0.20375,0.23217,0.11392,0.34908,0.44667,0.22333,0.3665,0.38192,0.31958,0.40417,0.39442,0.31467,0.53592,0.20275,0.584,0.5745,0.48458,0.24833,0.47433,0.76275,0.57125,0.43233,0.84733,0.50575,0.56375,0.67925,0.96208,0.74808,0.78317,0.84975,0.56042,0.87467,0.39658,0.45375,0.88708,0.441,0.65208,0.90192
YEM,0.0,0.57242,0.266,0.58417,0.53442,0.14092,0.1415,0.13775,0.655,0.31392,0.50342,0.5155,0.38167,0.453,0.28342,0.152,0.66817,0.45258,0.28917,0.87483,0.56025,0.21267,0.67083,0.46317,0.28167,-0.1205,0.13333,0.99475,0.88008,0.76933,1.03992,0.72667,0.26708,0.42883,0.03542,0.06692,0.239,0.79642,0.96825,0.07883,0.825,0.77875,0.45083,0.58633,1.17858,0.762,0.7305,1.12433,1.553,1.53792,1.6205,1.25325,1.3095,1.54208,1.51842,1.479,1.35933,1.49508,0.99183,1.52675,1.48708,1.47258,1.62933,2.31408
ZAF,0.0,-0.44883,0.06633,-0.13875,-0.38458,-0.84933,-0.35792,-0.02483,-0.02833,-0.119,0.12042,0.094,0.2875,0.05467,-0.18917,-0.05125,0.3555,-0.14333,-0.40758,0.32117,0.26908,-0.16542,0.17,0.13325,-0.27575,-0.30067,-0.48733,0.20883,-0.04142,0.33867,0.15867,-0.33542,0.30092,0.75242,0.517,0.60492,0.50383,0.65242,0.17767,-0.045,0.27717,0.30083,0.805,0.75158,0.16358,0.41958,-0.1925,0.16408,0.64417,1.09433,0.13442,0.41675,0.49825,0.8105,0.63167,0.76675,0.14633,0.53508,0.50492,0.43483,0.8515,0.10125,0.39575,-0.12579
ZMB,0.0,0.4465,0.67508,0.41508,0.45133,0.37017,0.0705,0.81042,0.6875,0.85558,0.55242,0.6935,0.419,0.16692,0.28183,0.195,0.81933,0.4015,0.39967,0.69575,0.78367,0.34267,0.55342,0.6315,-0.06342,0.26175,-0.02142,0.71383,0.31442,0.5315,0.49,0.40017,0.75192,1.49842,0.82617,0.48417,0.44642,1.46092,1.03742,0.79633,1.37167,0.78125,1.567,0.86392,0.99892,1.60375,1.17042,1.10208,1.453,0.60408,0.71108,0.95475,1.44475,1.30908,0.92042,1.96583,0.93658,0.99083,0.68817,0.82258,1.41983,0.92392,0.85008,0.34833
ZWE,0.0,-0.15608,0.06708,-0.501,-0.08283,-0.34492,-0.36417,0.56283,0.01608,0.21158,-0.07983,0.15008,0.17417,-0.50192,-0.17783,-0.26608,0.15608,-0.11308,0.10475,0.08692,0.54033,-0.09817,-0.22683,0.202,-0.70017,-0.42492,-0.56742,0.14658,-0.33375,-0.00275,-0.12958,-0.45425,0.3165,1.10875,0.45617,-0.06033,-0.05792,1.06508,0.22458,0.17383,0.87183,0.53125,1.58192,0.59383,0.35033,1.23792,0.29475,0.30825,0.88375,0.22792,-0.10942,0.43525,0.82267,0.63283,0.0725,1.2515,0.36033,0.34583,0.28717,0.11883,0.72783,0.344,0.26292,-0.54767
africa,0.0,0.2475,0.39508,0.21275,0.0615,0.277,-0.03117,0.20158,0.534,0.28617,0.42425,0.14767,0.31367,0.38583,0.11292,0.08675,0.421,0.05017,0.13092,0.674,0.44075,0.05225,0.31825,0.51925,-0.05042,0.03892,0.03108,0.39342,0.34133,0.61758,0.56583,0.41658,0.33075,0.69858,0.50633,0.459,0.42858,1.04117,0.6875,0.343,0.82292,0.54142,0.45458,0.65783,0.55792,0.83758,0.75367,0.826,1.13967,0.86292,0.70725,0.96033,1.0805,1.14475,1.01508,1.27533,0.93808,0.97067,0.87383,1.14567,1.59167,0.90567,0.84508,1.32792
asia,0.0,0.4975,0.04325,0.6685,0.18167,0.33267,-0.05117,0.15658,0.28633,0.49475,0.1945,0.61767,0.78875,0.722,0.05958,0.23117,0.24867,0.55183,0.21483,-0.28033,0.35583,0.51608,0.07392,0.75167,0.1215,0.86992,-0.05892,0.45967,0.56892,0.47408,0.53933,1.00267,0.54192,1.04533,0.22917,0.36642,0.60642,0.33958,1.06425,1.0465,1.25833,0.98342,0.50208,0.65333,0.87142,1.536,0.71808,1.11167,1.12442,1.20967,1.08275,1.28108,1.4755,1.36417,1.319,1.49683,1.23708,1.93083,1.59517,1.2725,1.40575,1.40417,1.2595,2.87754
baker island,0.0,0.32108,0.23,0.27592,0.0715,-0.16117,-0.24675,0.19058,0.343,0.08008,0.29733,0.06592,-0.0715,-0.04475,0.03533,-0.09533,0.22508,-0.0565,0.09333,0.321,0.19225,-0.13567,0.39467,0.43992,-0.01167,0.14108,-0.16125,0.00717,0.16125,0.17625,0.22975,0.19925,0.24483,0.57358,-0.06767,0.121,0.15025,0.49767,0.36258,0.08975,0.37317,0.33508,0.26975,0.19508,0.33642,0.32167,0.186,0.58,1.10508,0.33058,0.37158,0.497,0.7075,0.585,0.53567,0.56883,0.61967,0.537,0.22492,0.66983,0.66467,0.38542,0.64083,0.89117
"bonaire, saint eustatius and saba",0.0,0.64733,0.95408,0.8765,0.49558,0.32658,0.36983,0.589,1.27617,0.75167,0.90058,0.62733,0.7065,0.813,0.65733,0.47108,0.7555,0.42642,0.58408,1.10567,0.83075,0.32442,0.75108,0.8495,0.25875,0.41358,0.27092,0.93442,0.88575,0.95217,1.08908,1.0445,0.7015,1.12558,0.64292,0.3885,0.60308,1.45017,0.82242,0.62325,0.89242,0.76483,0.94667,1.00367,0.93517,1.23117,0.97817,1.11033,1.52217,0.77558,0.65283,1.12183,1.31525,1.35233,0.93192,1.326,1.32083,1.37642,1.021,1.37983,1.61125,1.09217,1.23708,1.16029
denmark (europe),0.0,-0.039,-0.95267,0.60083,-0.75017,-0.77467,-1.382,-0.03583,-0.73567,0.61208,-0.34558,0.42133,-1.03917,-1.40342,-0.52,-1.02125,-0.87167,0.37717,-0.21717,-0.70317,-1.09183,0.13625,-0.22392,0.1425,0.46025,0.86417,-0.29342,-0.1395,-0.504,-1.45108,-0.74958,-0.69917,0.09117,0.42717,-0.03475,-1.43758,-0.91492,-1.38083,0.51442,1.233,1.37367,0.24258,1.04908,-0.27608,0.63208,0.2885,-1.10108,0.55975,0.22792,0.94792,1.24775,0.28858,1.10808,0.6635,0.68658,0.71925,1.34867,1.42833,1.39492,0.79525,-1.03983,0.91767,0.25308,0.18121
europe,0.0,-0.201,-0.56108,-0.06933,-0.75658,-0.67125,-1.58525,-0.10375,-0.47383,0.045,-0.18692,0.3655,-0.83283,-1.0275,-0.48833,-1.08467,-0.37642,-0.15425,-0.601,-1.06783,-0.69817,-0.47608,-0.29917,-0.48933,0.02333,0.23775,-0.85117,-0.39167,-1.018,-0.64633,-1.08542,-0.4645,-0.0445,0.15825,-0.32667,-1.22508,-0.59817,-1.07283,-0.08075,0.78475,0.83292,-0.15033,0.3,-0.37758,0.49992,0.19892,-0.68542,0.14308,0.05867,0.60033,0.95258,0.29958,0.7325,0.49483,0.34325,0.31383,0.66992,0.98317,0.81717,0.66283,-0.20767,0.89692,0.42542,1.18275
falkland islands (islas malvinas),0.0,0.40092,0.70392,0.71083,0.28308,0.55767,0.99275,0.64908,0.34183,-0.19483,0.899,0.22608,1.04042,0.31217,0.28042,0.68708,0.16592,0.68792,0.98817,0.43492,0.74375,0.30133,0.25283,0.564,0.66117,0.569,0.222,0.74308,0.89408,1.15375,0.56067,0.77058,1.07367,1.22133,0.34233,1.25483,0.5465,0.93317,0.72992,1.63167,1.10192,0.40275,0.65975,1.404,0.68575,0.39875,1.14542,0.60483,1.95192,1.28992,0.70142,0.94775,0.3445,0.83392,1.69167,0.90217,1.36233,0.63817,1.21925,0.86017,1.16833,1.43142,1.00717,1.64625
federated states of micronesia,0.0,-0.10942,0.08758,0.25258,-0.18633,-0.37533,-0.3325,0.13192,-0.0615,-0.18183,-0.07875,-0.21808,-0.19108,-0.24908,-0.41458,-0.45142,-0.1795,-0.33425,-0.32342,-0.17208,-0.09133,-0.47917,-0.3705,0.07192,-0.18925,-0.01658,-0.07817,0.27267,0.20992,0.15192,0.28792,0.37583,0.13717,0.48517,0.47658,0.20542,0.31142,0.36425,0.49275,0.0805,0.23933,0.07242,0.18742,-0.03075,0.2695,0.4075,0.25217,0.11183,0.44667,0.03933,0.41392,0.47983,0.56375,0.61092,0.69475,0.56983,0.36017,0.434,0.29242,0.56008,0.70325,0.48608,0.65675,0.96833
france (europe),0.0,-0.3875,-0.23517,-0.15392,-0.74575,-0.24858,-1.40608,-0.188,-0.29425,0.51417,-0.26425,0.54758,-1.0345,-1.43208,-0.31692,-0.87817,-0.05433,-0.16592,-0.5125,-0.58183,-0.45642,-0.40575,-0.77475,-0.48242,-0.2015,-0.31467,0.05442,-0.29125,-0.74717,-0.56108,-0.911,-0.25242,0.49958,0.209,-0.43542,-0.74075,-0.48025,-0.48733,0.32217,0.80967,0.88425,-0.19208,0.19008,-0.16917,1.06792,0.6565,-0.39567,0.89467,0.33992,0.69733,0.81625,0.43975,0.84567,1.15508,0.3445,0.30725,0.94942,0.65,0.27892,0.68567,-0.39025,1.35092,0.40992,0.27392
french southern and antarctic lands,0.0,1.46245,0.88278,0.6602,0.8742,1.08945,0.93445,0.61595,0.86203,0.61728,1.15045,0.75436,0.6942,0.4332,0.26603,0.70236,0.6117,0.35936,1.31078,0.7447,0.80728,0.9787,0.6562,1.00903,0.86495,1.10003,0.86561,0.96528,1.24053,0.9867,1.21603,1.1267,1.33428,0.84945,0.9017,0.91103,1.01078,1.33061,0.6092,1.46061,1.04478,1.51428,1.2177,1.4162,1.08503,1.29186,1.12795,1.5072,1.49145,1.15711,1.26036,1.2012,1.23486,1.55178,1.47895,1.49245,1.35486,1.08761,1.48353,1.21128,1.67461,1.3667,1.56795,1.72186
gaza strip,0.0,0.53483,0.64717,-0.38783,0.37392,0.88958,0.05817,0.09258,0.53,-0.51783,1.06842,-0.10642,1.09333,0.88108,-0.42992,0.22658,0.80508,-0.67442,0.30392,0.587,0.37592,-0.10442,-0.2555,0.05283,-0.03442,-0.07167,-0.16825,0.19375,0.47367,0.91642,0.27392,0.32475,-0.40575,-0.50033,0.00742,0.504,0.27017,0.22917,0.333,0.24158,0.41783,0.33375,-0.74467,0.2475,0.84867,0.32608,0.81017,0.08475,1.27033,1.21983,0.58433,1.2635,0.98758,0.85225,0.78067,0.68367,0.64208,0.988,1.22925,1.1215,2.60767,0.55183,1.2835,1.48567
guinea bissau,0.0,0.05692,0.07133,0.24883,-0.06025,0.16958,-0.06475,0.04108,0.33908,0.11817,0.20192,0.166,0.2065,0.44492,0.13675,-0.12792,0.293,-0.14033,0.02075,0.79992,0.59142,0.05292,0.35208,0.56125,-0.03608,-0.06517,-0.1435,0.52408,0.25383,0.57767,0.67692,0.575,0.32325,1.06642,0.50983,0.504,0.381,0.91225,0.64858,0.40058,0.72992,0.72075,0.61192,0.81892,0.54908,0.73975,0.85942,0.80242,1.33875,0.51633,0.65525,1.03,1.16158,0.83,0.99975,1.32542,0.71858,0.88467,0.95008,0.67683,1.28533,0.8575,0.84792,1.27317
kingman reef,0.0,1.08067,0.70517,0.3815,0.18833,-0.098,-0.0105,0.62508,0.7115,0.66342,0.48267,0.53867,0.40417,0.74733,0.18092,0.3545,0.71833,0.66692,0.76675,0.872,0.45475,0.00542,0.575,0.17267,0.37267,-0.00333,0.21,1.08567,0.76775,0.73017,1.0155,0.73083,0.922,0.79983,0.61608,0.56942,1.01433,1.12208,0.73358,0.44925,0.85917,1.0925,0.96525,0.829,1.03217,1.21942,1.14383,1.22942,1.08933,0.63058,0.77775,1.14675,1.33125,1.46025,1.36125,1.48792,1.40533,1.11375,0.81883,1.31283,1.1725,0.99667,1.00325,1.16771
macau,0.0,-0.39392,0.2825,0.04667,-0.0065,-0.142,-0.243,-0.3725,-0.0315,0.1515,0.141,-0.012,-0.26775,0.08233,-0.21933,-0.0365,0.50417,-0.47325,-0.21183,-0.46792,-0.35608,-0.39617,-0.20708,0.33517,-0.31133,-0.14017,-0.56525,0.27817,-0.11825,0.02942,0.12158,0.15942,-0.08808,-0.25892,-0.66758,-0.39242,-0.10942,0.5705,-0.2135,0.01125,0.22917,0.32283,-0.45117,-0.24292,0.15258,-0.54808,-0.24108,-0.04983,0.64083,0.32033,0.11967,0.28125,0.48225,0.35625,0.176,-0.01183,0.48458,0.51883,-0.22833,0.25558,0.07758,-0.32675,0.16133,0.6555
netherlands (europe),0.0,0.09617,-0.54358,0.36642,-0.54175,-0.65667,-1.34867,0.35225,-0.12133,0.71133,0.1555,0.47033,-1.335,-1.64433,-0.32133,-0.76958,-0.04275,0.44108,-0.32367,-0.352,-0.45033,0.04167,-0.51517,-0.02392,0.27292,0.407,0.312,0.16683,-0.54075,-1.01108,-0.42167,-0.24158,0.47733,0.49,-0.17475,-1.05783,-0.66558,-0.86125,0.68017,1.08883,1.15425,-0.122,0.89742,-0.02908,0.98883,0.72925,-1.16142,0.54292,0.64658,1.24258,1.26308,0.717,1.15875,0.83525,0.76975,0.96267,1.44008,1.53875,0.93975,0.84275,-0.63725,1.22558,0.57125,-0.02317
north america,0.0,0.06025,0.93067,1.13442,0.80775,0.29033,0.08233,0.60675,0.80567,0.31342,0.67317,0.24617,0.60517,0.72625,0.05667,0.19908,0.13608,0.28942,0.35442,0.6055,0.24275,0.16933,-0.49758,0.68042,0.13717,0.13958,0.39508,1.08075,0.24983,0.27142,0.86942,1.6215,-0.08483,0.36158,0.43775,0.41017,0.78733,1.34808,0.98633,0.322,0.68933,0.9185,0.4185,0.60825,0.84983,0.96175,0.53275,0.92383,2.1155,1.47492,1.25575,1.65792,1.24583,1.48958,0.89258,1.77942,2.06892,1.34183,0.86217,1.05467,2.20283,1.46242,1.93533,3.20347
oceania,0.0,0.18325,0.14617,0.11733,0.20942,0.2185,-0.27258,0.51625,0.62042,0.69117,-0.11283,0.558,0.44758,0.31883,0.28992,0.64517,0.01683,0.254,0.11333,0.47433,0.43608,0.31675,0.60292,1.01183,-0.06292,0.34925,-0.145,0.49275,0.27633,0.85475,1.152,0.79158,0.51883,0.86092,0.19575,0.67417,0.72283,0.71067,1.23475,0.52708,0.97708,1.0595,0.54408,0.74917,0.6425,0.60408,0.93992,0.69942,1.29833,0.72358,0.38842,0.47317,1.074,1.05042,0.8885,1.47667,0.86592,1.09017,0.84925,1.25275,0.7535,0.436,0.65242,0.78725
palmyra atoll,0.0,1.08333,0.70717,0.39767,0.20283,-0.08425,0.00667,0.63017,0.71767,0.66633,0.49275,0.54475,0.41533,0.75667,0.18525,0.36175,0.72533,0.66825,0.77767,0.8785,0.45892,0.01658,0.58542,0.17808,0.37325,-0.00958,0.21258,1.09358,0.77458,0.73625,1.02133,0.73892,0.927,0.7965,0.62258,0.57675,1.02425,1.12333,0.73317,0.44958,0.87533,1.10258,0.96625,0.83533,1.043,1.22558,1.14092,1.23592,1.1075,0.64608,0.78658,1.1585,1.33975,1.46675,1.366,1.49633,1.40975,1.13117,0.83858,1.3225,1.18033,1.00658,1.01992,1.18071
saint martin,0.0,0.42883,0.6005,0.77083,0.39425,0.45858,0.36042,0.62075,0.98808,0.82383,0.87375,0.66942,0.5805,0.78292,0.616,0.29058,0.42525,0.21758,0.34217,0.78283,0.64975,0.287,0.40433,0.74592,0.22542,0.22333,0.18808,0.78192,0.77417,0.53992,0.98567,0.91683,0.56475,0.99725,0.59292,0.57558,0.618,1.11317,0.8715,0.58017,0.83233,0.83092,0.78392,0.897,0.90283,1.28392,0.79042,1.12717,1.47442,1.07817,0.78633,1.14208,1.27183,1.411,1.06758,1.46592,1.36983,1.41867,0.874,1.20217,1.58958,1.26192,1.37283,1.09658
sint maarten,0.0,0.42883,0.6005,0.77083,0.39425,0.45858,0.36042,0.62075,0.98808,0.82383,0.87375,0.66942,0.5805,0.78292,0.616,0.29058,0.42525,0.21758,0.34217,0.78283,0.64975,0.287,0.40433,0.74592,0.22542,0.22333,0.18808,0.78192,0.77417,0.53992,0.98567,0.91683,0.56475,0.99725,0.59292,0.57558,0.618,1.11317,0.8715,0.58017,0.83233,0.83092,0.78392,0.897,0.90283,1.28392,0.79042,1.12717,1.47442,1.07817,0.78633,1.14208,1.27183,1.411,1.06758,1.46592,1.36983,1.41867,0.874,1.20217,1.58958,1.26192,1.37283,1.09658
south america,0.0,0.19983,0.26825,0.39833,0.16133,-0.03717,-0.272,0.2035,0.56817,0.323,0.18683,0.44783,0.22192,0.46933,0.08567,0.362,0.38308,0.35758,0.17833,0.67108,0.50925,-0.046,0.42517,0.39892,-0.02467,0.09692,0.03367,0.55975,0.40533,0.37167,0.54533,0.40158,0.58475,0.7255,0.30033,0.41892,0.52383,0.89008,0.47983,0.3695,0.58817,0.64633,0.55483,0.64525,0.82117,0.82958,0.58692,0.9605,1.12208,0.50658,0.42975,0.76942,0.94875,0.91492,0.83967,0.9365,0.87683,0.70008,0.718,0.91767,0.94242,0.73808,0.98767,0.47046
south georgia and the south sandwich isla,0.0,0.62125,0.58992,0.86558,0.67667,1.18692,1.26767,1.14217,0.654,-0.00292,0.99042,0.53383,1.20075,0.68883,0.18492,1.04683,0.3965,0.77075,1.22992,0.96267,0.86758,0.80958,0.28142,0.79275,0.826,0.83225,0.88508,0.99467,1.12625,0.93867,0.48975,1.24383,1.32817,1.12758,0.87875,1.25642,1.22042,0.54708,0.84725,1.82725,1.517,0.89292,1.11167,1.6105,0.70825,0.98483,1.43417,1.03508,1.75117,1.95275,1.38025,1.848,1.02092,1.2995,1.71125,1.38208,1.67433,0.80333,1.42008,1.61292,1.93275,1.86083,1.25383,1.58029
svalbard and jan mayen,0.0,-2.385,-1.73675,-0.19617,0.666,-1.81292,-0.13517,0.04042,-1.29108,-0.83808,-1.011,-1.52358,-2.66142,-3.81875,-1.843,-1.94967,-3.11675,-2.38258,-3.99458,-2.31458,-2.39992,-2.52083,0.50292,-2.23,0.40725,-2.44333,-0.21633,-1.85167,-2.80917,-2.63592,-2.30608,-2.38308,-2.43167,-2.07042,1.27467,-0.90617,-1.95383,-2.28783,-3.36117,-2.24125,0.24992,-0.9275,-1.14458,-1.97083,-1.7245,-1.8975,-0.85492,-1.88725,-1.90033,-0.03967,-0.05758,-0.61275,-0.65558,-2.12625,-0.68075,0.51758,1.44167,0.67767,-0.27267,0.19183,-0.3435,0.36183,1.90708,0.30608
taiwan,0.0,0.11892,0.54217,0.40217,0.57683,-0.01992,0.12108,0.05775,0.191,0.50725,0.45992,0.43175,-0.03692,-0.00442,0.36092,0.20967,0.68075,-0.03958,-0.31275,0.05342,0.12208,-0.09017,0.05175,0.44733,0.18033,0.33325,-0.10717,0.49025,0.22367,0.31975,0.44658,0.15992,0.1545,0.43942,-0.07717,0.06292,-0.12717,0.46792,0.28358,0.1465,0.435,0.57517,0.08708,0.45158,0.78733,0.1325,0.31017,0.45092,1.40783,0.65475,0.66675,0.75842,1.09825,0.84792,0.60025,0.49133,1.08317,1.01642,0.67667,0.84742,0.70758,0.234,0.52058,0.97725
timor leste,0.0,0.63033,0.89383,0.93625,0.83333,0.56425,0.60258,0.62758,1.17575,0.82475,0.5595,0.45217,0.64792,0.15525,0.699,0.29542,0.61442,0.42258,0.84067,0.82292,1.03842,0.79192,0.72117,1.4835,0.93967,0.87242,0.57342,0.45408,1.18025,0.8985,0.87342,1.04042,0.285,1.10017,0.824,1.038,1.054,1.19558,1.38733,1.03792,1.03467,0.78392,1.22217,0.88325,0.54992,1.01592,1.05383,0.73617,1.54408,0.67833,0.66033,0.96675,1.19092,1.17867,1.04233,1.4335,0.77608,1.05125,0.88025,1.21592,1.36558,0.59367,0.77942,0.88583
turks and caicas islands,0.0,-0.00192,0.41542,0.764,0.48042,-0.136,0.11667,0.57542,0.60025,0.86867,0.72417,0.57758,0.41183,0.59667,0.67758,0.29383,0.53108,0.62592,0.48733,0.68617,0.38233,0.2555,0.48867,0.56033,0.21142,0.45825,0.38525,0.77533,0.80167,0.538,1.0555,0.62917,1.01317,0.96025,0.52383,0.63083,0.74525,0.98342,0.63408,0.59758,0.97708,0.93467,0.7175,0.6955,1.14467,1.02925,0.57442,1.50825,1.384,0.87183,0.59717,0.88633,1.34167,1.45558,1.17117,1.13742,1.08583,1.23775,1.06825,1.07958,0.93658,1.07525,1.05283,1.08081
united kingdom (europe),0.0,-0.22225,-0.30975,0.576,-0.19975,-0.099,-0.4455,0.54517,-0.0435,0.95933,0.25925,0.38692,-0.7385,-0.91342,0.04483,-0.54708,-0.07933,0.18167,-0.12525,-0.2005,0.00283,0.43217,-0.15383,0.14408,0.10517,0.44792,0.47725,-0.02192,-0.13942,-0.67742,-0.013,-0.20058,0.34608,0.4245,0.27508,-0.55892,-0.707,-0.36608,0.32667,0.92475,1.04642,0.18608,0.38125,-0.04192,0.51925,0.81525,-0.15292,1.04383,0.77392,1.01867,0.75408,0.47725,1.09442,1.13308,1.08125,1.03592,1.31742,1.20975,0.69358,0.81917,-0.33158,1.27375,0.37375,0.29683
virgin islands,0.0,0.43525,0.61175,0.72758,0.31933,0.38667,0.28408,0.62925,0.97142,0.86217,0.91975,0.6775,0.58583,0.80508,0.68242,0.306,0.4425,0.23267,0.326,0.77792,0.60925,0.29483,0.40392,0.73625,0.17433,0.25017,0.1545,0.7335,0.72025,0.552,0.99267,0.90592,0.5565,0.96083,0.602,0.5965,0.61217,1.14625,0.83117,0.56308,0.82433,0.78025,0.77908,0.93317,1.04342,1.23158,0.74625,1.11733,1.455,1.00092,0.73325,1.13583,1.3005,1.37925,1.03192,1.42733,1.3775,1.47267,0.92667,1.24117,1.59633,1.16192,1.36283,1.315
åland,0.0,-0.13733,-1.16292,0.789,-0.40617,-1.0705,-1.91233,-0.36333,-1.32033,0.673,-0.40917,0.87517,-1.16742,-1.07017,-0.3715,-1.07767,-1.65958,-0.07992,-0.78508,-1.0395,-1.51508,-0.33417,0.40042,0.24017,0.809,1.27992,-1.125,-0.79867,-1.37925,-1.15233,-0.94225,-0.90017,-0.176,0.17617,0.27683,-2.49075,-0.95783,-2.23967,0.04367,1.2915,1.2635,0.47575,0.82442,-0.05117,-0.05842,0.24225,-0.72158,0.71633,-0.11667,0.80608,1.32542,0.44358,0.84317,0.3655,0.56075,0.76617,1.14267,1.07108,1.53433,0.53117,-1.096,1.21283,0.106,0.27183
